CustomerID,OrderID,Channel,PaymentType,Brand,Shop,Promotion,SalePrice, Sale_Price ," 23,000 ",SaleDate,Reference
CTM31423,OTS138,Offline,Thẻ,Acer,Khác,Không,8950000," 8,950,000 ",,8/15/2020,Nhân viên cửa hàng bán Laptop
CTM3144,OTS176,Offline,Tiền mặt,Asus,Phong Vũ,Không,12800000," 12,800,000 ",,10/13/2020,"Mạng xã hội, Website"
CTM31441,OTS703,Offline,Tiền mặt,Dell,FPT Shop,Có,19810000," 19,810,000 ",,5/29/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM31441,OTS86361,Online,Thẻ,Asus,Viễn thông A,Không,10949000," 10,949,000 ",,10/18/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM31441,OTS12796,Offline,Tiền mặt,HP,Nguyễn Kim,Có,13814000," 13,814,000 ",,12/20/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM31682,OTS214,Offline,Thẻ,Dell,Viettel Store,Không,16280000," 16,280,000 ",,3/6/2020,"Thông qua người thân, bạn bè, Website"
CTM31720,OTS1068,Online,Thẻ,Dell,FPT Shop,Có,15590000," 15,590,000 ",,5/9/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM31816,OTS643,Online,Thẻ,Apple,Khác,Có,"$1,836 "," 42,228,000 ",,7/30/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...), Website"
CTM31837,OTS81689,Offline,Thẻ,HP,Viễn thông A,Có,12466000," 12,466,000 ",,3/11/2020,"Nhờ người có chuyên môn tư vấn, Mạng xã hội, Website"
CTM31837,OTS64,Offline,Tiền mặt,Apple,Khác,Có,22350000," 22,350,000 ",,5/18/2020,"Thông qua người thân, bạn bè"
CTM31853,OTS786,Offline,Tiền mặt,Dell,Thế giới di động,Có,10070000," 10,070,000 ",,12/8/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM32176,OTS74,Online,Thẻ,Dell,FPT Shop,Có,16930000," 16,930,000 ",,8/14/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM32196,OTS106,Offline,Tiền mặt,HP,Điện máy xanh,Không,14830000," 14,830,000 ",,11/5/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM32312,OTS74316,Offline,Thẻ,MSI,Phong Vũ,Không,11490000," 11,490,000 ",,1/13/2020,Nhân viên cửa hàng bán Laptop
CTM32312,OTS564,Online,Thẻ,Asus,Techcare,Có,14950000," 14,950,000 ",,9/24/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Website"
CTM32429,OTS374,Online,Thẻ,Apple,Thế giới di động,Có,22990000," 22,990,000 ",,1/16/2020,"Thông qua người thân, bạn bè, Mạng xã hội"
CTM32570,OTS806,Offline,Thẻ,Dell,Thế giới di động,Không,12090000," 12,090,000 ",,9/19/2020,"Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM32590,OTS346,Online,Thẻ,Apple,Thế giới di động,Không,"$2,961 "," 68,103,000 ",,8/13/2020,"Nhờ người có chuyên môn tư vấn, Mạng xã hội, Website"
CTM32615,OTS990,Online,Thẻ,Lenovo,Viễn thông A,Có,8650000," 8,650,000 ",,8/30/2020,"Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM32680,OTS336,Offline,Tiền mặt,HP,Điện máy xanh,Không,18940000," 18,940,000 ",,4/3/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM32680,OTS36376,Offline,Thẻ,HP,Phong Vũ,Không,11106000," 11,106,000 ",,9/12/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM32684,OTS69,Offline,Thẻ,HP,Viettel Store,Không,14440000," 14,440,000 ",,4/4/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...), Website"
CTM3270,OTS48286,Offline,Tiền mặt,HP,Điện máy xanh,Có,"$2,046 "," 47,058,000 ",,3/1/2020,"Thông qua người thân, bạn bè"
CTM3270,OTS693,Offline,Tiền mặt,Dell,Phong Vũ,Có,14940000," 14,940,000 ",,5/12/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM32871,OTS82,Offline,Thẻ,Dell,Phong Vũ,Không,14240000," 14,240,000 ",,2/6/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn"
CTM32871,OTS6899,Offline,Thẻ,Asus,Viễn thông A,Có,7260000," 7,260,000 ",,11/24/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...), Website"
CTM33003,OTS197,Online,Thẻ,Apple,Viettel Store,Có,"$1,581 "," 36,363,000 ",,6/22/2020,"Nhờ người có chuyên môn tư vấn, Website"
CTM3302,OTS611,Offline,Tiền mặt,Acer,FPT Shop,Có,12430000," 12,430,000 ",,4/15/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Phương tiện truyền thông (báo, tivi,...), Khác"
CTM33032,OTS255,Online,Thẻ,MSI,Viettel Store,Có,12570000," 12,570,000 ",,6/18/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Website"
CTM33032,OTS33370,Offline,Thẻ,Asus,Nguyễn Kim,Không,15088000," 15,088,000 ",,7/27/2020,Nhân viên cửa hàng bán Laptop
CTM33091,OTS322,Online,Thẻ,Apple,Khác,Có,20320000," 20,320,000 ",,6/20/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM33141,OTS43014,Offline,Thẻ,MSI,Techcare,Không,16703000," 16,703,000 ",,2/19/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM33141,OTS869,Offline,Tiền mặt,HP,Điện máy xanh,Có,12640000," 12,640,000 ",,7/12/2020,"Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM3320,OTS309,Offline,Tiền mặt,Dell,FPT Shop,Có,14430000," 14,430,000 ",,12/18/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM33262,OTS161,Online,Thẻ,HP,Thế giới di động,Không,10790000," 10,790,000 ",,12/26/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM33290,OTS6797,Offline,Thẻ,MSI,Techcare,Có,10946000," 10,946,000 ",,1/11/2020,"Thông qua người thân, bạn bè, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...), Website"
CTM33290,OTS881,Online,Thẻ,Asus,Khác,Có,4450000," 4,450,000 ",,11/6/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM33400,OTS361,Online,Thẻ,Dell,Điện máy xanh,Có,9720000," 9,720,000 ",,12/14/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM33473,OTS58,Online,Thẻ,Dell,Thế giới di động,Có,19590000," 19,590,000 ",,10/6/2020,Nhân viên cửa hàng bán Laptop
CTM33481,OTS723,Online,Thẻ,Acer,Thế giới di động,Có,6530000," 6,530,000 ",,8/19/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...)"
CTM34007,OTS76753,Online,Thẻ,Asus,Viễn thông A,Có,10094000," 10,094,000 ",,3/10/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn"
CTM34007,OTS972,Online,Thẻ,Apple,Phi Long Technology,Không,"$2,534 "," 58,282,000 ",,8/16/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM34026,OTS377,Online,Thẻ,Dell,Phong Vũ,Không,13040000," 13,040,000 ",,9/21/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...)"
CTM34310,OTS666,Online,Thẻ,HP,Thế giới di động,Không,14720000," 14,720,000 ",,6/24/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM34828,OTS246,Offline,Tiền mặt,Apple,Phong Vũ,Có,23530000," 23,530,000 ",,3/6/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Website"
CTM34895,OTS544,Offline,Tiền mặt,Acer,Thế giới di động,Có,13080000," 13,080,000 ",,6/17/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM34916,OTS817,Online,Thẻ,HP,Techcare,Không,13940000," 13,940,000 ",,3/31/2020,"Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM35043,OTS97749,Online,Thẻ,MSI,Techcare,Không,10488000," 10,488,000 ",,1/18/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM35043,OTS485,Online,Thẻ,Apple,Khác,Có,"$2,596 "," 59,708,000 ",,11/18/2020,"Thông qua người thân, bạn bè"
CTM35044,OTS916,Online,Thẻ,HP,FPT Shop,Có,19370000," 19,370,000 ",,11/20/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM35144,OTS140,Online,Thẻ,Dell,Điện máy xanh,Có,14520000," 14,520,000 ",,6/19/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM35242,OTS613,Online,Thẻ,Acer,Điện máy xanh,Có,6520000," 6,520,000 ",,7/14/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM35279,OTS282,Offline,Tiền mặt,Dell,Thế giới di động,Có,11350000," 11,350,000 ",,1/30/2020,"Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM35279,OTS34213,Online,Thẻ,MSI,Techcare,Không,11217000," 11,217,000 ",,9/15/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM3536,OTS929,Online,Thẻ,Dell,Phi Long Technology,Có,19420000," 19,420,000 ",,10/2/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM35408,OTS716,Online,Thẻ,Asus,Thế giới di động,Có,12800000," 12,800,000 ",,12/16/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM35436,OTS760,Offline,Tiền mặt,Asus,FPT Shop,Có,13960000," 13,960,000 ",,7/22/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM35452,OTS83027,Online,Thẻ,Acer,Điện máy xanh,Có,10648000," 10,648,000 ",,7/26/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...)"
CTM35452,OTS895,Online,Thẻ,HP,Phi Long Technology,Không,18250000," 18,250,000 ",,9/15/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM35554,OTS870,Online,Thẻ,Dell,Phong Vũ,Có,13820000," 13,820,000 ",,1/17/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Website"
CTM35554,OTS56257,Online,Thẻ,HP,Techcare,Không,5786000," 5,786,000 ",,3/14/2020,"Thông qua người thân, bạn bè, Mạng xã hội, Khác"
CTM35559,OTS230,Online,Thẻ,Asus,Nguyễn Kim,Có,9530000," 9,530,000 ",,2/7/2020,"Nhân viên cửa hàng bán Laptop, Website"
CTM35812,OTS82767,Offline,Tiền mặt,MSI,Phong Vũ,Không,14025000," 14,025,000 ",,1/27/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...), Website"
CTM35812,OTS31245,Online,Thẻ,HP,Nguyễn Kim,Có,14387000," 14,387,000 ",,7/19/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM35812,OTS584,Online,Thẻ,Dell,Techcare,Có,4170000," 4,170,000 ",,9/14/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM35887,OTS85720,Online,Thẻ,HP,Viễn thông A,Có,7698000," 7,698,000 ",,2/27/2020,"Thông qua người thân, bạn bè"
CTM35887,OTS70,Offline,Tiền mặt,Asus,FPT Shop,Có,11200000," 11,200,000 ",,6/23/2020,"Nhân viên cửa hàng bán Laptop, Website"
CTM35887,OTS69882,Online,Thẻ,HP,Techcare,Không,10062000," 10,062,000 ",,11/1/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM35887,OTS8337,Offline,Tiền mặt,Asus,Techcare,Có,11342000," 11,342,000 ",,12/17/2020,"Thông qua người thân, bạn bè"
CTM35987,OTS555,Offline,Thẻ,HP,Techcare,Có,12360000," 12,360,000 ",,1/5/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM36054,OTS1087,Online,Thẻ,HP,Điện máy xanh,Không,15190000," 15,190,000 ",,2/28/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM36054,OTS51826,Online,Thẻ,MSI,Phong Vũ,Không,10510000," 10,510,000 ",,8/21/2020,"Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM36060,OTS793,Online,Thẻ,Dell,Thế giới di động,Có,7790000," 7,790,000 ",,2/23/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Website"
CTM361,OTS585,Online,Thẻ,HP,Thế giới di động,Không,14280000," 14,280,000 ",,10/24/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM36125,OTS836,Online,Thẻ,Dell,FPT Shop,Không,12510000," 12,510,000 ",,9/31/2020,"Thông qua người thân, bạn bè"
CTM36221,OTS35195,Online,Thẻ,Acer,Nguyễn Kim,Không,"$1,959 "," 45,057,000 ",,1/7/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM36221,OTS989,Offline,Thẻ,Dell,FPT Shop,Có,14900000," 14,900,000 ",,8/18/2020,Nhân viên cửa hàng bán Laptop
CTM36411,OTS24145,Offline,Tiền mặt,MSI,Viễn thông A,Không,12697000," 12,697,000 ",,2/2/2020,"Thông qua người thân, bạn bè"
CTM36411,OTS766,Offline,Tiền mặt,Asus,Techcare,Có,12050000," 12,050,000 ",,3/7/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Phương tiện truyền thông (báo, tivi,...)"
CTM36411,OTS20076,Offline,Thẻ,MSI,Điện máy xanh,Không,12601000," 12,601,000 ",,4/26/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Phương tiện truyền thông (báo, tivi,...)"
CTM36411,OTS83226,Online,Thẻ,Acer,Nguyễn Kim,Không,14163000," 14,163,000 ",,9/20/2020,"Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM36435,OTS275,Online,Thẻ,Asus,Thế giới di động,Có,10590000," 10,590,000 ",,1/31/2020,Nhân viên cửa hàng bán Laptop
CTM36477,OTS210,Online,Thẻ,Asus,Viettel Store,Không,12390000," 12,390,000 ",,12/31/2020,Nhờ người có chuyên môn tư vấn
CTM36487,OTS791,Offline,Tiền mặt,Dell,Techcare,Có,14450000," 14,450,000 ",,4/1/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM3658,OTS162,Online,Thẻ,Asus,Khác,Có,10710000," 10,710,000 ",,8/31/2020,"Thông qua người thân, bạn bè, Mạng xã hội"
CTM36788,OTS85944,Offline,Thẻ,HP,Phong Vũ,Không,16778000," 16,778,000 ",,8/2/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Website"
CTM36788,OTS261,Offline,Thẻ,HP,Viễn thông A,Có,19640000," 19,640,000 ",,11/28/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM36874,OTS838,Online,Thẻ,Dell,Phi Long Technology,Không,10900000," 10,900,000 ",,8/15/2020,Mạng xã hội
CTM36874,OTS38995,Online,Thẻ,HP,,Có,12742000," 12,742,000 ",,9/1/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...)"
CTM36954,OTS263,Online,Thẻ,Dell,Techcare,Có,13080000," 13,080,000 ",,11/21/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM36961,OTS41031,Online,Thẻ,Asus,Viễn thông A,Không,10099000," 10,099,000 ",,3/21/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM36961,OTS264,Online,Thẻ,Apple,FPT Shop,Không,"$2,899 "," 66,677,000 ",,6/23/2020,"Thông qua người thân, bạn bè"
CTM3705,OTS44416,Offline,Tiền mặt,Acer,Điện máy xanh,Không,14831000," 14,831,000 ",,4/14/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...), Website"
CTM3705,OTS105,Online,Thẻ,Asus,FPT Shop,Không,11330000," 11,330,000 ",,6/20/2020,Nhờ người có chuyên môn tư vấn
CTM37115,OTS501,Offline,Tiền mặt,Apple,FPT Shop,Không,23780000," 23,780,000 ",,2/3/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Khác"
CTM37115,OTS44170,Offline,Thẻ,Asus,Phong Vũ,Không,11398000," 11,398,000 ",,3/8/2020,"Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM37115,OTS42031,Offline,Thẻ,MSI,Phong Vũ,Không,12974000," 12,974,000 ",,8/11/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM37347,OTS250,Offline,Thẻ,HP,Viễn thông A,Không,18770000," 18,770,000 ",,2/5/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM37374,OTS899,Online,Thẻ,Dell,FPT Shop,Có,12810000," 12,810,000 ",,1/9/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM37405,OTS371,Offline,Thẻ,Dell,Techcare,Có,17420000," 17,420,000 ",,7/14/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM37424,OTS401,Online,Thẻ,Dell,Viettel Store,Có,3130000," 3,130,000 ",,6/17/2020,"Thông qua người thân, bạn bè"
CTM37457,OTS46539,Online,Thẻ,Asus,Viễn thông A,Có,12251000," 12,251,000 ",,6/15/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM37457,OTS576,Online,Thẻ,Apple,Khác,Có,23400000," 23,400,000 ",,9/15/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Khác"
CTM37587,OTS667,Offline,Thẻ,Asus,Thế giới di động,Có,3790000," 3,790,000 ",,4/26/2020,Nhân viên cửa hàng bán Laptop
CTM37587,OTS66786,Online,Thẻ,HP,Điện máy xanh,Có,11302000," 11,302,000 ",,8/8/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM37622,OTS54243,Online,Thẻ,Acer,Techcare,Không,8995000," 8,995,000 ",,7/1/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM37622,OTS971,Online,Thẻ,Dell,Phi Long Technology,Có,10850000," 10,850,000 ",,11/17/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM37651,OTS311,Online,Thẻ,Dell,FPT Shop,Có,14300000," 14,300,000 ",,2/12/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM37730,OTS56225,Online,Thẻ,HP,Viễn thông A,Có,12523000," 12,523,000 ",,2/28/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM37730,OTS610,Offline,Thẻ,Lenovo,Điện máy xanh,Không,13440000," 13,440,000 ",,8/11/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội, Website"
CTM37794,OTS724,Online,Thẻ,Acer,FPT Shop,Có,9480000," 9,480,000 ",,9/3/2020,"Nhờ người có chuyên môn tư vấn, Mạng xã hội, Website, Khác"
CTM37982,OTS699,Online,Thẻ,Dell,FPT Shop,Không,13080000," 13,080,000 ",,4/26/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...)"
CTM38026,OTS65651,Online,Thẻ,MSI,Viễn thông A,Không,12328000," 12,328,000 ",,2/14/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM38026,OTS362,Online,Thẻ,HP,Khác,Có,3320000," 3,320,000 ",,8/21/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM38206,OTS1025,Offline,Thẻ,Acer,Thế giới di động,Có,4210000," 4,210,000 ",,5/22/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn"
CTM38300,OTS436,Offline,Thẻ,Asus,Viễn thông A,Có,10700000," 10,700,000 ",,4/7/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM38345,OTS79219,Offline,Thẻ,HP,Điện máy xanh,Có,11738000," 11,738,000 ",,2/12/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn"
CTM38345,OTS729,Online,Thẻ,Dell,Phong Vũ,Không,14410000," 14,410,000 ",,6/20/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM38422,OTS896,Online,Thẻ,Asus,Thế giới di động,Có,10110000," 10,110,000 ",,1/17/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM38428,OTS686,Offline,Thẻ,Dell,FPT Shop,Không,18000000," 18,000,000 ",,1/28/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...), Website"
CTM38428,OTS4142,Offline,Tiền mặt,HP,Viễn thông A,Có,5324000," 5,324,000 ",,6/17/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...)"
CTM38655,OTS27206,Online,Thẻ,Asus,Nguyễn Kim,Có,"$2,632 "," 60,536,000 ",,5/10/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Website"
CTM38655,OTS909,Offline,Thẻ,Asus,Techcare,Không,17440000," 17,440,000 ",,5/24/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn"
CTM38799,OTS79,Online,Thẻ,Dell,Phong Vũ,Có,16520000," 16,520,000 ",,2/8/2020,"Nhân viên cửa hàng bán Laptop, Mạng xã hội, Website"
CTM38799,OTS30081,Offline,Thẻ,Acer,Phong Vũ,Không,11441000," 11,441,000 ",,3/5/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...), Website"
CTM38799,OTS36425,Offline,Tiền mặt,Acer,Viễn thông A,Có,9705000," 9,705,000 ",,3/18/2020,"Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM38799,OTS90748,Offline,Tiền mặt,MSI,Nguyễn Kim,Có,12833000," 12,833,000 ",,5/23/2020,"Nhờ người có chuyên môn tư vấn, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...), Website, Khác"
CTM38813,OTS303,Offline,Tiền mặt,Asus,Thế giới di động,Có,13230000," 13,230,000 ",,6/11/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn"
CTM38854,OTS530,Offline,Thẻ,Apple,Khác,Có,22760000," 22,760,000 ",,12/21/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM38854,OTS45939,Online,Thẻ,MSI,Viễn thông A,Không,"$1,361 "," 31,303,000 ",,12/23/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM3902,OTS208,Online,Thẻ,Asus,Viettel Store,Không,11270000," 11,270,000 ",,11/13/2020,"Thông qua người thân, bạn bè"
CTM39234,OTS694,Online,Thẻ,Dell,Thế giới di động,Không,12390000," 12,390,000 ",,11/11/2020,"Thông qua người thân, bạn bè"
CTM39315,OTS590,Online,Thẻ,HP,FPT Shop,Có,18800000," 18,800,000 ",,12/30/2020,"Nhờ người có chuyên môn tư vấn, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...), Website"
CTM39474,OTS93854,Online,Thẻ,Acer,Điện máy xanh,Có,18126000," 18,126,000 ",,8/31/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM39474,OTS701,Offline,Tiền mặt,Dell,Phong Vũ,Có,11610000," 11,610,000 ",,12/5/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM39486,OTS405,Offline,Tiền mặt,Dell,Thế giới di động,Có,12840000," 12,840,000 ",,10/3/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Website"
CTM39741,OTS573,Offline,Thẻ,Lenovo,Phong Vũ,Không,11110000," 11,110,000 ",,1/14/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Khác"
CTM39741,OTS5031,Online,Thẻ,HP,Điện máy xanh,Có,7946000," 7,946,000 ",,1/26/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM39741,OTS20770,Online,Thẻ,Acer,Viễn thông A,Không,10847000," 10,847,000 ",,9/28/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
